#        BLOCK:          R:        ACTUAL_GOFR:          GOFR_AVE:           ERROR: 
           4      2.779221e+00      1.019097e+00      1.012557e+00      2.016056e-03
           4      2.843854e+00      1.000545e+00      1.004301e+00      1.589313e-03
           4      2.908487e+00      9.904522e-01      9.987170e-01      4.915474e-03
           4      2.973120e+00      1.014519e+00      1.006752e+00      2.267188e-03
           4      3.037753e+00      1.001354e+00      9.983245e-01      1.395927e-03
           4      3.102386e+00      1.003622e+00      1.005791e+00      1.132962e-03
           4      3.167019e+00      9.938647e-01      9.994111e-01      1.835280e-03
           4      3.231652e+00      9.939303e-01      1.000319e+00      3.453395e-03
           4      3.296285e+00      9.895168e-01      9.948825e-01      2.771566e-03
           4      3.360918e+00      1.006200e+00      9.933536e-01      3.708786e-03
           4      3.425551e+00      9.932687e-01      9.958668e-01      8.845823e-04
           4      3.490184e+00      9.909088e-01      9.934262e-01      1.131854e-03
           4      3.554817e+00      9.876827e-01      9.899640e-01      2.554580e-03
           4      3.619450e+00      9.810018e-01      9.930040e-01      3.473763e-03
           4      3.684083e+00      9.941088e-01      9.922435e-01      1.007814e-03
           4      3.748716e+00      9.949094e-01      9.988286e-01      2.447394e-03
           4      3.813349e+00      9.849971e-01      9.897647e-01      4.029705e-03
           4      3.877982e+00      9.882980e-01      9.921004e-01      3.239340e-03
           4      3.942615e+00      9.908796e-01      9.870484e-01      3.591357e-03
           4      4.007249e+00      9.921625e-01      9.914290e-01      1.917964e-03
           4      4.071882e+00      9.842923e-01      9.876017e-01      2.538330e-03
           4      4.136515e+00      9.876200e-01      9.858423e-01      2.273530e-03
           4      4.201148e+00      9.822344e-01      9.905797e-01      3.715131e-03
           4      4.265781e+00      9.903614e-01      9.869088e-01      2.766082e-03
           4      4.330414e+00      9.931231e-01      9.887987e-01      1.288881e-03
           4      4.395047e+00      9.918945e-01      9.907953e-01      7.395121e-04
           4      4.459680e+00      9.775566e-01      9.843984e-01      2.494398e-03
           4      4.524313e+00      9.827893e-01      9.856774e-01      1.295640e-03
           4      4.588946e+00      9.867511e-01      9.859370e-01      1.929649e-03
           4      4.653579e+00      9.864564e-01      9.844627e-01      1.899614e-03
           4      4.718212e+00      9.890453e-01      9.885730e-01      1.189914e-03
           4      4.782845e+00      9.857912e-01      9.847341e-01      1.136930e-03
           4      4.847478e+00      9.840465e-01      9.876419e-01      1.771095e-03
           4      4.912111e+00      9.865601e-01      9.868842e-01      3.079120e-03
           4      4.976744e+00      9.933878e-01      9.908503e-01      2.501550e-03
           4      5.041377e+00      9.857859e-01      9.881950e-01      1.098739e-03
           4      5.106010e+00      9.857626e-01      9.860195e-01      1.243213e-03
           4      5.170643e+00      9.863712e-01      9.870892e-01      2.227275e-03
           4      5.235276e+00      9.827173e-01      9.827604e-01      1.977654e-03
           4      5.299909e+00      9.783723e-01      9.850661e-01      2.355926e-03
           4      5.364542e+00      9.861484e-01      9.880917e-01      9.641574e-04
           4      5.429175e+00      9.869784e-01      9.854917e-01      9.458883e-04
           4      5.493808e+00      9.825424e-01      9.827944e-01      5.981201e-04
           4      5.558442e+00      9.875732e-01      9.845278e-01      1.262466e-03
           4      5.623075e+00      9.847405e-01      9.883316e-01      2.047890e-03
           4      5.687708e+00      9.765983e-01      9.838351e-01      2.305856e-03
           4      5.752341e+00      9.873506e-01      9.885208e-01      2.762630e-03
